;уникальный номер;пол;age;raion;fio
52085;101411515;0;76;53;Маляева Инна Георгиевна
52086;101370847;0;67;56;Тахистова Галина Валентиновна
52087;101356956;0;66;19;Вахламкина Валентина Анатольевна
52088;101389791;0;70;77;Бобрышева Ангелина Васильевна
52089;101378521;0;73;8;Мартюшова Элина Дмитриевна
52090;101350288;0;67;24;Сарайская Екатерина Николаевна
52091;101388712;0;68;83;Батавина Елена Артуровна
52092;101346850;0;69;133;Баснина Дарья Руслановна
52093;101417196;0;81;76;Гарайшина Элина Владиславовна
52094;101405268;0;64;129;Батаева Виктория Анатольевна
52095;101355459;0;75;108;Касаева Ксения Григорьевна
52096;101450901;0;77;42;Егорчева Маргарита Радиковна
52097;101412503;0;76;87;Городникова Кристина Аркадьевна
52098;101391266;0;69;121;Степанищева Елизавета Владимировна
52099;101411292;0;62;107;Ашина Анжелика Радиковна
52100;101409501;0;66;56;Гришунина Евгения Маратовна
52101;101416788;0;62;129;Вытчикова Маргарита Георгиевна
52102;101428407;0;58;132;Маресьева Маргарита Тимофеевна
52103;101357250;0;63;126;Ванкова Оксана Альбертовна
52104;101378627;0;73;21;Андрейцева Лариса Николаевна
52105;101352357;0;68;46;Белобородкина Алена Павловна
52106;101392603;0;63;77;Мозжорина Галина Вадимовна
52107;101450056;0;57;20;Караулова Лидия Вячеславовна
52108;101414811;0;71;2;Кузьменкова Валерия Владимировна
52109;101358961;0;69;129;Охоцимская Римма Кирилловна
52110;101412916;0;60;22;Лезина Антонина Егоровна
52111;101352957;0;67;76;Бараненская Диана Яковлевна
52113;101393305;0;59;135;Шайгарданова Людмила Руслановна
52116;101398612;0;82;100;Домашнева Виктория Денисовна
52118;101399003;0;65;22;Шетнева Анна Денисовна
52119;101383890;0;67;36;Мандрик Алла Дамировна
52120;101440651;0;77;59;Ильиченко Кристина Радиковна
52121;101385423;0;72;110;Соломаха Анастасия Игоревна
52122;101435712;0;58;73;Аносова Вероника Степановна
52124;101403080;0;74;79;Камкова Олеся Михаиловна
52125;101407805;0;68;113;Челпанова Екатерина Вячеславовна
52126;101431046;0;65;13;Дежина Виктория Маратовна
52127;101428682;0;56;41;Фалова Алина Максимовна
52128;101365595;0;70;103;Хайчина Марина Анатольевна
52129;101368685;0;88;32;Истефеева Валентина Григорьевна
52130;101422703;0;60;91;Ларькова Елизавета Вадимовна
52131;101369741;0;79;32;Мамеева Евгения Александровна
52132;101348715;0;70;113;Глазкова Анастасия Владиславовна
52133;101449069;0;65;60;Кнорозова Людмила Владиславовна
52134;101428179;0;64;1;Исянова Ксения Антоновна
52135;101381518;0;63;22;Секерина Татьяна Глебовна
52136;101427041;0;58;130;Клименкова Алена Георгиевна
52137;101349563;0;74;13;Шустерман Раиса Егоровна
52138;101443947;0;79;69;Бодягина Лариса Глебовна
52139;101355480;0;71;100;Кабанкова Эльвира Станиславовна
52140;101433668;0;59;110;Махмутова Мария Викторовна
52141;101404020;0;67;121;Вапирова Гульнара Артемовна
52142;101359596;0;68;106;Тюкова Лариса Константиновна
52143;101377159;0;59;39;Сквиридонова Жанна Вячеславовна
52144;101433612;0;73;110;Янтимирова Вероника Тимофеевна
52145;101374140;0;76;101;Пинская Евгения Егоровна
52146;101416036;0;58;107;Гашкова Эльвира Ильдаровна
52148;101424371;0;63;14;Байрамгулова Любовь Рамилевна
52149;101393546;0;60;137;Парохина Любовь Сергеевна
52150;101376396;0;65;63;Амелина Любовь Рамилевна
52151;101438640;0;71;116;Ичеткина Мария Денисовна
52152;101426364;0;73;96;Коссинская Анжелика Георгиевна
52153;101347171;0;79;56;Чечко Дарья Сергеевна
52154;101353212;0;83;4;Векшинская Ксения Васильевна
52155;101387342;0;74;110;Пронова Анна Артемовна
52156;101369784;0;66;5;Шумилина Алиса Эдуардовна
52157;101403116;0;75;82;Хрыкина Лидия Ильинична
52158;101441367;0;72;131;Федоровцева Тамара Ильинична
52162;101384114;0;77;56;Ревуненкова Алена Ринатовна
52163;101449216;0;70;42;Гарнаева Елизавета Николаевна
52164;101381737;0;75;35;Тихменева Елена Ефимовна
52165;101375214;0;71;89;Церенова Маргарита Владимировна
52166;101399238;0;64;96;Синеок Марина Игоревна
52167;101421434;0;62;81;Цилинская Анастасия Яковлевна
52168;101435565;0;55;56;Мошина Раиса Евгеньевна
52169;101348102;0;71;5;Ронжина Галина Юрьевна
52170;101400603;0;66;99;Каменских Яна Вадимовна
52171;101387195;0;59;6;Сторожук Раиса Павловна
52172;101402701;0;62;100;Борищенко Инна Филипповна
52173;101398457;0;63;114;Анкина Екатерина Романовна
52175;101356535;0;77;124;Кожанчикова Римма Анатольевна
52176;101415298;0;81;73;Опрокиднева Анжелика Валентиновна
52177;101399283;0;60;127;Яремчук Лилия Ярославовна
52178;101377606;0;67;117;Такоева Алена Ефимовна
52179;101400759;0;68;49;Жаврук Римма Станиславовна
52180;101381738;0;65;79;Привина Жанна Александровна
52181;101405413;0;72;20;Колмогорова Евгения Руслановна
